logg,Teff,Z,L/HP,aLSM,bLSM,aPCM,bPCM,chi2,Type,Mod
4.5,3900,0.0,2.0,0.278,0.3508,0.2141,0.5215,0.1722,r,PC
5.0,3900,0.0,2.0,0.1795,0.4182,0.1447,0.5307,0.2037,r,PC
5.5,3900,0.0,2.0,0.1264,0.4437,0.1176,0.5031,0.2184,r,PC
6.0,3900,0.0,2.0,0.0969,0.462,0.1064,0.4855,0.2364,r,PC
2.5,4000,0.0,2.0,0.556,0.1416,0.3868,0.6286,0.133,r,PC
3.0,4000,0.0,2.0,0.5542,0.1374,0.405,0.5246,0.1393,r,PC
3.5,4000,0.0,2.0,0.552,0.1378,0.4334,0.4337,0.1462,r,PC
4.0,4000,0.0,2.0,0.4608,0.215,0.3734,0.4329,0.1504,r,PC
4.5,4000,0.0,2.0,0.3232,0.3173,0.2602,0.4841,0.1643,r,PC
5.0,4000,0.0,2.0,0.2073,0.3943,0.1704,0.5091,0.1944,r,PC
5.5,4000,0.0,2.0,0.1387,0.4316,0.1283,0.4931,0.2117,r,PC
6.0,4000,0.0,2.0,0.1035,0.4459,0.1091,0.4757,0.2247,r,PC
2.5,4100,0.0,2.0,0.5343,0.1633,0.3667,0.6477,0.1491,r,PC
3.0,4100,0.0,2.0,0.5294,0.1674,0.3876,0.5419,0.1618,r,PC
3.5,4100,0.0,2.0,0.5322,0.1607,0.4182,0.4488,0.161,r,PC
4.0,4100,0.0,2.0,0.501,0.1827,0.4128,0.399,0.1485,r,PC
4.5,4100,0.0,2.0,0.3812,0.2772,0.3189,0.4391,0.1486,r,PC
5.0,4100,0.0,2.0,0.2495,0.3623,0.211,0.4777,0.1821,r,PC
5.5,4100,0.0,2.0,0.1624,0.4118,0.1492,0.4772,0.1986,r,PC
6.0,4100,0.0,2.0,0.114,0.434,0.1175,0.4669,0.2165,r,PC
2.5,4200,0.0,2.0,0.5156,0.1783,0.3465,0.6654,0.161,r,PC
3.0,4200,0.0,2.0,0.5099,0.1845,0.3693,0.5575,0.1779,r,PC
3.5,4200,0.0,2.0,0.5241,0.1592,0.4017,0.4623,0.1308,r,PC
4.0,4200,0.0,2.0,0.5251,0.1557,0.4318,0.3802,0.1249,r,PC
4.5,4200,0.0,2.0,0.4291,0.235,0.3648,0.3974,0.1414,r,PC
5.0,4200,0.0,2.0,0.2997,0.3257,0.2603,0.4401,0.1698,r,PC
5.5,4200,0.0,2.0,0.2022,0.3719,0.1824,0.4463,0.1732,r,PC
6.0,4200,0.0,2.0,0.1326,0.4169,0.1335,0.4532,0.2061,r,PC
2.5,4300,0.0,2.0,0.4956,0.1957,0.3271,0.6817,0.1754,r,PC
3.0,4300,0.0,2.0,0.4927,0.1975,0.3518,0.5711,0.19,r,PC
3.5,4300,0.0,2.0,0.5084,0.1704,0.3857,0.4744,0.1396,r,PC
4.0,4300,0.0,2.0,0.5115,0.1641,0.419,0.3883,0.1368,r,PC
4.5,4300,0.0,2.0,0.4702,0.2035,0.405,0.3646,0.1353,r,PC
5.0,4300,0.0,2.0,0.3561,0.2897,0.3163,0.4013,0.1538,r,PC
5.5,4300,0.0,2.0,0.2413,0.3591,0.2252,0.4255,0.1736,r,PC
6.0,4300,0.0,2.0,0.1602,0.3952,0.1583,0.4349,0.1934,r,PC
2.5,4400,0.0,2.0,0.4773,0.2105,0.3083,0.697,0.1835,r,PC
3.0,4400,0.0,2.0,0.4772,0.2078,0.3353,0.5829,0.197,r,PC
3.5,4400,0.0,2.0,0.4934,0.18,0.3697,0.4861,0.1469,r,PC
4.0,4400,0.0,2.0,0.4992,0.1721,0.4062,0.3975,0.144,r,PC
4.5,4400,0.0,2.0,0.4949,0.1763,0.4274,0.3401,0.1397,r,PC
5.0,4400,0.0,2.0,0.413,0.2327,0.3625,0.3598,0.1139,r,PC
5.5,4400,0.0,2.0,0.2933,0.3186,0.2733,0.3891,0.1543,r,PC
6.0,4400,0.0,2.0,0.1948,0.3793,0.1925,0.4181,0.1823,r,PC
2.5,4500,0.0,2.0,0.4608,0.2221,0.2902,0.7112,0.1881,r,PC
3.0,4500,0.0,2.0,0.4632,0.2139,0.3183,0.5943,0.1989,r,PC
3.5,4500,0.0,2.0,0.479,0.1889,0.3537,0.4982,0.1505,r,PC
4.0,4500,0.0,2.0,0.4859,0.1794,0.3912,0.4083,0.1477,r,PC
4.5,4500,0.0,2.0,0.4874,0.1779,0.4203,0.3414,0.1485,r,PC
5.0,4500,0.0,2.0,0.4503,0.2089,0.3991,0.3346,0.1055,r,PC
5.5,4500,0.0,2.0,0.3455,0.2864,0.3233,0.358,0.1355,r,PC
6.0,4500,0.0,2.0,0.2396,0.3466,0.2337,0.3894,0.1644,r,PC
2.5,4600,0.0,2.0,0.446,0.2306,0.2725,0.7251,0.1907,r,PC
3.0,4600,0.0,2.0,0.447,0.2273,0.3026,0.6071,0.2043,r,PC
3.5,4600,0.0,2.0,0.4648,0.1972,0.3374,0.5107,0.1526,r,PC
4.0,4600,0.0,2.0,0.4717,0.1882,0.3758,0.4198,0.1513,r,PC
4.5,4600,0.0,2.0,0.4809,0.1743,0.4064,0.3508,0.1153,r,PC
5.0,4600,0.0,2.0,0.4742,0.1826,0.4188,0.314,0.1006,r,PC
5.5,4600,0.0,2.0,0.3928,0.2467,0.3646,0.3256,0.113,r,PC
6.0,4600,0.0,2.0,0.2868,0.3157,0.2782,0.361,0.1486,r,PC
2.5,4700,0.0,2.0,0.4353,0.2314,0.255,0.7387,0.1879,r,PC
3.0,4700,0.0,2.0,0.4339,0.2336,0.2866,0.6191,0.2058,r,PC
3.5,4700,0.0,2.0,0.4508,0.2049,0.3213,0.5232,0.1547,r,PC
4.0,4700,0.0,2.0,0.4583,0.1955,0.3605,0.4311,0.1525,r,PC
4.5,4700,0.0,2.0,0.4669,0.1832,0.3912,0.3624,0.1174,r,PC
5.0,4700,0.0,2.0,0.4702,0.1812,0.4141,0.3144,0.1047,r,PC
5.5,4700,0.0,2.0,0.4266,0.2226,0.3948,0.3055,0.0995,r,PC
6.0,4700,0.0,2.0,0.3325,0.2895,0.3207,0.3378,0.1292,r,PC
2.5,4800,0.0,2.0,0.4226,0.2392,0.2397,0.7529,0.1928,r,PC
3.0,4800,0.0,2.0,0.4212,0.2388,0.2698,0.6337,0.2084,r,PC
3.5,4800,0.0,2.0,0.4381,0.2106,0.3056,0.5356,0.1555,r,PC
4.0,4800,0.0,2.0,0.445,0.2025,0.3451,0.443,0.154,r,PC
4.5,4800,0.0,2.0,0.4534,0.1909,0.3759,0.3743,0.1183,r,PC
5.0,4800,0.0,2.0,0.4604,0.1856,0.4031,0.3218,0.1061,r,PC
5.5,4800,0.0,2.0,0.4511,0.195,0.4133,0.2865,0.0858,r,PC
6.0,4800,0.0,2.0,0.3761,0.2516,0.3568,0.3097,0.1012,r,PC
2.5,4900,0.0,2.0,0.4113,0.2428,0.2227,0.7708,0.1958,r,PC
3.0,4900,0.0,2.0,0.4095,0.2429,0.2528,0.6503,0.2104,r,PC
3.5,4900,0.0,2.0,0.426,0.2153,0.2898,0.5488,0.1568,r,PC
4.0,4900,0.0,2.0,0.4335,0.2055,0.3298,0.4539,0.1536,r,PC
4.5,4900,0.0,2.0,0.44,0.1989,0.3599,0.3881,0.1192,r,PC
5.0,4900,0.0,2.0,0.447,0.1939,0.388,0.3338,0.1069,r,PC
5.5,4900,0.0,2.0,0.4475,0.1944,0.4101,0.2856,0.0935,r,PC
6.0,4900,0.0,2.0,0.3983,0.2412,0.3779,0.2998,0.0979,r,PC
2.5,5100,0.0,2.0,0.3912,0.2442,0.187,0.8255,0.215,r,PC
3.0,5100,0.0,2.0,0.3912,0.241,0.2154,0.6982,0.2236,r,PC
3.5,5100,0.0,2.0,0.4089,0.2099,0.2487,0.5986,0.1602,r,PC
4.0,5100,0.0,2.0,0.4042,0.2169,0.2852,0.5,0.1604,r,PC
4.5,5100,0.0,2.0,0.4136,0.2054,0.316,0.4324,0.1212,r,PC
5.0,5100,0.0,2.0,0.4187,0.2034,0.3523,0.3593,0.108,r,PC
5.5,5100,0.0,2.0,0.4283,0.1934,0.3767,0.314,0.0892,r,PC
6.0,5100,0.0,2.0,0.4168,0.2077,0.3865,0.2825,0.0828,r,PC
2.5,5200,0.0,2.0,0.3839,0.2463,0.1761,0.8356,0.2175,r,PC
3.0,5200,0.0,2.0,0.3837,0.2421,0.2041,0.7076,0.2251,r,PC
3.5,5200,0.0,2.0,0.4014,0.2102,0.2375,0.6069,0.1606,r,PC
4.0,5200,0.0,2.0,0.3941,0.2201,0.2717,0.5103,0.1612,r,PC
4.5,5200,0.0,2.0,0.4027,0.2093,0.303,0.4408,0.1216,r,PC
5.0,5200,0.0,2.0,0.4069,0.2085,0.3391,0.3673,0.1085,r,PC
5.5,5200,0.0,2.0,0.4162,0.1991,0.3635,0.3222,0.0893,r,PC
6.0,5200,0.0,2.0,0.4064,0.2137,0.376,0.289,0.0848,r,PC
2.5,5300,0.0,2.0,0.3735,0.2509,0.1612,0.853,0.222,r,PC
3.0,5300,0.0,2.0,0.3784,0.2394,0.1932,0.7164,0.2257,r,PC
3.5,5300,0.0,2.0,0.385,0.222,0.2177,0.6261,0.1622,r,PC
4.0,5300,0.0,2.0,0.3853,0.222,0.259,0.5204,0.1613,r,PC
4.5,5300,0.0,2.0,0.3927,0.2122,0.2906,0.4486,0.1216,r,PC
5.0,5300,0.0,2.0,0.3964,0.2116,0.3266,0.3743,0.1077,r,PC
5.5,5300,0.0,2.0,0.4001,0.2118,0.3472,0.3354,0.0917,r,PC
6.0,5300,0.0,2.0,0.3939,0.2189,0.3614,0.2983,0.083,r,PC
2.5,5400,0.0,2.0,0.3667,0.2536,0.1515,0.8632,0.2255,r,PC
3.0,5400,0.0,2.0,0.37,0.2423,0.1814,0.7279,0.2291,r,PC
3.5,5400,0.0,2.0,0.3793,0.2204,0.2073,0.634,0.1607,r,PC
4.0,5400,0.0,2.0,0.3777,0.2224,0.2467,0.5305,0.1612,r,PC
4.5,5400,0.0,2.0,0.3839,0.2139,0.2792,0.4559,0.121,r,PC
5.0,5400,0.0,2.0,0.3877,0.2113,0.3152,0.3795,0.1051,r,PC
5.5,5400,0.0,2.0,0.3776,0.2249,0.3226,0.3531,0.0909,r,PC
6.0,5400,0.0,2.0,0.3807,0.2252,0.3469,0.3076,0.0828,r,PC
2.5,5500,0.0,2.0,0.3596,0.2543,0.1376,0.8844,0.2269,r,PC
3.0,5500,0.0,2.0,0.3584,0.2473,0.1606,0.7574,0.2319,r,PC
3.5,5500,0.0,2.0,0.3709,0.2237,0.1954,0.6456,0.1635,r,PC
4.0,5500,0.0,2.0,0.3694,0.2247,0.2337,0.5433,0.1623,r,PC
4.5,5500,0.0,2.0,0.3763,0.2136,0.2681,0.4625,0.1193,r,PC
5.0,5500,0.0,2.0,0.3787,0.2134,0.3041,0.3857,0.1044,r,PC
5.5,5500,0.0,2.0,0.3653,0.2305,0.3092,0.3612,0.092,r,PC
6.0,5500,0.0,2.0,0.368,0.2309,0.3325,0.3169,0.0825,r,PC
2.5,5600,0.0,2.0,0.3518,0.2567,0.1248,0.9028,0.2277,r,PC
3.0,5600,0.0,2.0,0.3703,0.2185,0.1484,0.7726,0.1497,r,PC
3.5,5600,0.0,2.0,0.3639,0.2256,0.1855,0.6543,0.1648,r,PC
4.0,5600,0.0,2.0,0.3622,0.226,0.223,0.5521,0.1633,r,PC
4.5,5600,0.0,2.0,0.3688,0.2147,0.258,0.4688,0.1187,r,PC
5.0,5600,0.0,2.0,0.3543,0.2308,0.2779,0.407,0.105,r,PC
5.5,5600,0.0,2.0,0.3546,0.2328,0.2959,0.3686,0.0891,r,PC
6.0,5600,0.0,2.0,0.3558,0.2358,0.3187,0.3252,0.0822,r,PC
2.5,5700,0.0,2.0,0.3444,0.2586,0.1126,0.9185,0.2277,r,PC
3.0,5700,0.0,2.0,0.3444,0.2538,0.1369,0.7868,0.2346,r,PC
3.5,5700,0.0,2.0,0.358,0.2257,0.1759,0.6626,0.1649,r,PC
4.0,5700,0.0,2.0,0.3565,0.2252,0.2133,0.5595,0.1619,r,PC
4.5,5700,0.0,2.0,0.3612,0.2166,0.2485,0.4747,0.1191,r,PC
5.0,5700,0.0,2.0,0.3448,0.2335,0.2663,0.4139,0.1042,r,PC
5.5,5700,0.0,2.0,0.3441,0.236,0.2837,0.3752,0.0881,r,PC
6.0,5700,0.0,2.0,0.3445,0.2398,0.3056,0.3328,0.0814,r,PC
2.5,5800,0.0,2.0,0.3362,0.2637,0.1007,0.9388,0.231,r,PC
3.0,5800,0.0,2.0,0.3563,0.2229,0.1249,0.8012,0.1532,r,PC
3.5,5800,0.0,2.0,0.3545,0.2266,0.1677,0.6749,0.1653,r,PC
4.0,5800,0.0,2.0,0.35,0.2263,0.2041,0.5664,0.1631,r,PC
4.5,5800,0.0,2.0,0.3398,0.2316,0.2247,0.4948,0.1198,r,PC
5.0,5800,0.0,2.0,0.3358,0.2359,0.2551,0.4207,0.1037,r,PC
5.5,5800,0.0,2.0,0.3343,0.2388,0.2722,0.3812,0.087,r,PC
6.0,5800,0.0,2.0,0.334,0.2429,0.2933,0.3395,0.0804,r,PC
2.5,5900,0.0,2.0,0.3279,0.2661,0.0872,0.9558,0.2316,r,PC
3.0,5900,0.0,2.0,0.3497,0.2246,0.1143,0.8123,0.1534,r,PC
3.5,5900,0.0,2.0,0.3441,0.2301,0.1545,0.6846,0.1682,r,PC
4.0,5900,0.0,2.0,0.3436,0.2274,0.1952,0.5728,0.164,r,PC
4.5,5900,0.0,2.0,0.3361,0.2316,0.219,0.4986,0.1185,r,PC
5.0,5900,0.0,2.0,0.3274,0.2379,0.2444,0.4274,0.1031,r,PC
5.5,5900,0.0,2.0,0.329,0.2391,0.2655,0.3843,0.0855,r,PC
6.0,5900,0.0,2.0,0.3246,0.2447,0.2818,0.3454,0.0787,r,PC
2.5,6000,0.0,2.0,0.322,0.2676,0.0786,0.9613,0.2328,r,PC
3.0,6000,0.0,2.0,0.3438,0.2251,0.1045,0.822,0.1531,r,PC
3.5,6000,0.0,2.0,0.3389,0.2299,0.1441,0.6958,0.1676,r,PC
4.0,6000,0.0,2.0,0.3376,0.2282,0.1868,0.5787,0.165,r,PC
4.5,6000,0.0,2.0,0.3249,0.235,0.2058,0.5064,0.1202,r,PC
5.0,6000,0.0,2.0,0.3199,0.2388,0.2342,0.434,0.1021,r,PC
5.5,6000,0.0,2.0,0.3173,0.2416,0.2518,0.3908,0.0843,r,PC
6.0,6000,0.0,2.0,0.3183,0.2456,0.2745,0.3484,0.0777,r,PC
2.5,6100,0.0,2.0,0.3124,0.2706,0.0613,0.9911,0.2318,r,PC
3.0,6100,0.0,2.0,0.3373,0.2269,0.0947,0.8317,0.1532,r,PC
3.5,6100,0.0,2.0,0.3345,0.2303,0.1342,0.7091,0.1675,r,PC
4.0,6100,0.0,2.0,0.3345,0.2278,0.1817,0.5825,0.1646,r,PC
4.5,6100,0.0,2.0,0.3179,0.2365,0.1967,0.5121,0.1203,r,PC
5.0,6100,0.0,2.0,0.3156,0.239,0.2276,0.4385,0.1009,r,PC
5.5,6100,0.0,2.0,0.3094,0.2432,0.2425,0.3953,0.0839,r,PC
6.0,6100,0.0,2.0,0.2925,0.263,0.2483,0.3676,0.0784,r,PC
2.5,6200,0.0,2.0,0.3081,0.2714,0.0554,0.9911,0.2316,r,PC
3.0,6200,0.0,2.0,0.3306,0.2285,0.0845,0.8418,0.1527,r,PC
3.5,6200,0.0,2.0,0.3274,0.2312,0.1228,0.7197,0.168,r,PC
4.0,6200,0.0,2.0,0.3288,0.2282,0.1738,0.5877,0.1654,r,PC
4.5,6200,0.0,2.0,0.312,0.2368,0.1886,0.5169,0.12,r,PC
5.0,6200,0.0,2.0,0.3086,0.24,0.2178,0.4453,0.1004,r,PC
5.5,6200,0.0,2.0,0.289,0.2581,0.2222,0.4109,0.0851,r,PC
6.0,6200,0.0,2.0,0.2775,0.2691,0.2323,0.3763,0.08,r,PC
2.5,6300,0.0,2.0,0.2968,0.2746,0.036,1.023,0.2304,r,PC
3.0,6300,0.0,2.0,0.3243,0.2294,0.0741,0.8525,0.1513,r,PC
3.5,6300,0.0,2.0,0.3232,0.2299,0.111,0.7357,0.1652,r,PC
4.0,6300,0.0,2.0,0.3218,0.2288,0.1642,0.5939,0.1665,r,PC
4.5,6300,0.0,2.0,0.308,0.2368,0.1824,0.5216,0.119,r,PC
5.0,6300,0.0,2.0,0.3013,0.2388,0.2054,0.4545,0.0988,r,PC
5.5,6300,0.0,2.0,0.2766,0.263,0.2091,0.4177,0.0865,r,PC
6.0,6300,0.0,2.0,0.2674,0.2724,0.2207,0.3829,0.0805,r,PC
2.5,6400,0.0,2.0,0.293,0.2765,0.0312,1.0213,0.231,r,PC
3.0,6400,0.0,2.0,0.2966,0.2673,0.0623,0.8664,0.2415,r,PC
3.5,6400,0.0,2.0,0.3167,0.231,0.1008,0.7454,0.1657,r,PC
4.0,6400,0.0,2.0,0.3168,0.2288,0.1569,0.599,0.1666,r,PC
4.5,6400,0.0,2.0,0.3021,0.236,0.1727,0.5286,0.1188,r,PC
5.0,6400,0.0,2.0,0.2952,0.2402,0.1968,0.4614,0.1001,r,PC
5.5,6400,0.0,2.0,0.2672,0.2647,0.1981,0.4227,0.0863,r,PC
6.0,6400,0.0,2.0,0.2581,0.275,0.21,0.3887,0.081,r,PC
2.5,6500,0.0,2.0,0.2849,0.2797,0.0191,1.0354,0.2316,r,PC
3.0,6500,0.0,2.0,0.2891,0.2701,0.0498,0.8823,0.2421,r,PC
3.5,6500,0.0,2.0,0.3098,0.2325,0.0891,0.7586,0.1653,r,PC
4.0,6500,0.0,2.0,0.3112,0.2299,0.149,0.6053,0.1671,r,PC
4.5,6500,0.0,2.0,0.2986,0.2354,0.1649,0.5376,0.1181,r,PC
5.0,6500,0.0,2.0,0.2905,0.2397,0.1884,0.4685,0.0996,r,PC
5.5,6500,0.0,2.0,0.2619,0.2653,0.1919,0.4253,0.0859,r,PC
6.0,6500,0.0,2.0,0.2515,0.2742,0.2014,0.3917,0.0805,r,PC
2.5,6600,0.0,2.0,0.2766,0.2823,0.0066,1.0469,0.2328,r,PC
3.0,6600,0.0,2.0,0.2814,0.2731,0.0372,0.898,0.2437,r,PC
3.5,6600,0.0,2.0,0.3037,0.2344,0.0806,0.7657,0.1659,r,PC
4.0,6600,0.0,2.0,0.3053,0.2305,0.1384,0.6164,0.167,r,PC
4.5,6600,0.0,2.0,0.2921,0.2367,0.1527,0.5511,0.1183,r,PC
5.0,6600,0.0,2.0,0.2863,0.239,0.1807,0.475,0.0992,r,PC
5.5,6600,0.0,2.0,0.255,0.2656,0.1834,0.4288,0.0854,r,PC
6.0,6600,0.0,2.0,0.244,0.2753,0.1923,0.3963,0.0805,r,PC
2.5,6700,0.0,2.0,0.2686,0.286,-0.0043,1.0555,0.2325,r,PC
3.0,6700,0.0,2.0,0.2741,0.2759,0.0257,0.9109,0.2445,r,PC
3.5,6700,0.0,2.0,0.2952,0.237,0.0681,0.778,0.1661,r,PC
4.0,6700,0.0,2.0,0.2996,0.2316,0.1262,0.6322,0.1675,r,PC
4.5,6700,0.0,2.0,0.2878,0.2366,0.1422,0.5639,0.118,r,PC
5.0,6700,0.0,2.0,0.2821,0.2385,0.1732,0.4813,0.0984,r,PC
5.5,6700,0.0,2.0,0.25,0.2654,0.1772,0.4311,0.0849,r,PC
6.0,6700,0.0,2.0,0.2375,0.2761,0.1843,0.4001,0.0804,r,PC
2.5,6800,0.0,2.0,0.2558,0.2912,-0.0229,1.0791,0.2379,r,PC
3.0,6800,0.0,2.0,0.2664,0.2786,0.0146,0.9212,0.2454,r,PC
3.5,6800,0.0,2.0,0.2871,0.2402,0.0575,0.7874,0.1679,r,PC
4.0,6800,0.0,2.0,0.2934,0.2332,0.1134,0.6489,0.1679,r,PC
4.5,6800,0.0,2.0,0.2839,0.236,0.1337,0.5734,0.1179,r,PC
5.0,6800,0.0,2.0,0.2783,0.2378,0.1666,0.4867,0.0974,r,PC
5.5,6800,0.0,2.0,0.2454,0.2652,0.1714,0.4333,0.0841,r,PC
6.0,6800,0.0,2.0,0.2317,0.2764,0.1772,0.4031,0.0802,r,PC
2.5,6900,0.0,2.0,0.2489,0.294,-0.0325,1.0858,0.2377,r,PC
3.0,6900,0.0,2.0,0.2583,0.282,0.0033,0.9323,0.248,r,PC
3.5,6900,0.0,2.0,0.2824,0.242,0.0515,0.7914,0.1679,r,PC
4.0,6900,0.0,2.0,0.287,0.235,0.1018,0.6623,0.1684,r,PC
4.5,6900,0.0,2.0,0.2802,0.2353,0.1261,0.5813,0.1176,r,PC
5.0,6900,0.0,2.0,0.2743,0.2376,0.1604,0.491,0.0972,r,PC
5.5,6900,0.0,2.0,0.2415,0.2646,0.1662,0.4353,0.0833,r,PC
6.0,6900,0.0,2.0,0.2266,0.2762,0.1708,0.4055,0.0798,r,PC
2.5,7000,0.0,2.0,0.2427,0.2983,-0.0389,1.0869,0.2391,r,PC
3.0,7000,0.0,2.0,0.2508,0.2842,-0.0074,0.9414,0.2491,r,PC
3.5,7000,0.0,2.0,0.2751,0.2444,0.0417,0.7996,0.1687,r,PC
4.0,7000,0.0,2.0,0.2804,0.2371,0.0913,0.6732,0.1694,r,PC
4.5,7000,0.0,2.0,0.2757,0.2357,0.1198,0.5857,0.1178,r,PC
5.0,7000,0.0,2.0,0.2707,0.2371,0.1552,0.4937,0.0975,r,PC
5.5,7000,0.0,2.0,0.2375,0.2643,0.1609,0.4376,0.0827,r,PC
6.0,7000,0.0,2.0,0.2219,0.276,0.165,0.4076,0.0793,r,PC
2.5,7200,0.0,2.0,0.2247,0.3058,-0.0637,1.1104,0.2444,r,PC
3.0,7200,0.0,2.0,0.2336,0.2908,-0.0313,0.9643,0.2539,r,PC
3.5,7200,0.0,2.0,0.2604,0.249,0.0224,0.815,0.1712,r,PC
4.0,7200,0.0,2.0,0.2641,0.2424,0.0683,0.6945,0.1719,r,PC
4.5,7200,0.0,2.0,0.2666,0.2357,0.1072,0.5938,0.1185,r,PC
5.0,7200,0.0,2.0,0.2631,0.2357,0.1447,0.4987,0.0971,r,PC
5.5,7200,0.0,2.0,0.2309,0.2626,0.1492,0.4465,0.0815,r,PC
6.0,7200,0.0,2.0,0.2141,0.2747,0.1551,0.4104,0.078,r,PC
2.5,7400,0.0,2.0,0.2095,0.3129,-0.0834,1.1263,0.2475,r,PC
3.0,7400,0.0,2.0,0.2179,0.2976,-0.0514,0.9807,0.2567,r,PC
3.5,7400,0.0,2.0,0.2444,0.2551,0.0002,0.835,0.173,r,PC
4.0,7400,0.0,2.0,0.2518,0.246,0.0522,0.7059,0.1729,r,PC
4.5,7400,0.0,2.0,0.2344,0.2511,0.0703,0.6206,0.1215,r,PC
5.0,7400,0.0,2.0,0.2548,0.2363,0.1341,0.5044,0.0973,r,PC
5.5,7400,0.0,2.0,0.2241,0.2617,0.1315,0.4684,0.0806,r,PC
6.0,7400,0.0,2.0,0.2072,0.2734,0.1466,0.4125,0.0771,r,PC
2.5,7600,0.0,2.0,0.1938,0.3196,-0.1052,1.1488,0.2512,r,PC
3.0,7600,0.0,2.0,0.201,0.3042,-0.0749,1.0036,0.26,r,PC
3.5,7600,0.0,2.0,0.2287,0.2603,-0.0235,0.8594,0.1759,r,PC
4.0,7600,0.0,2.0,0.2183,0.266,0.013,0.739,0.1755,r,PC
4.5,7600,0.0,2.0,0.2378,0.2524,0.0805,0.6107,0.1793,r,PC
5.0,7600,0.0,2.0,0.2467,0.2358,0.1233,0.51,0.0983,r,PC
5.5,7600,0.0,2.0,0.2178,0.2607,0.1183,0.4814,0.0797,r,PC
6.0,7600,0.0,2.0,0.2008,0.2726,0.1383,0.4152,0.0757,r,PC
2.5,7800,0.0,2.0,0.1787,0.3268,-0.1234,1.1569,0.2502,r,PC
3.0,7800,0.0,2.0,0.1857,0.31,-0.0974,1.028,0.2617,r,PC
3.5,7800,0.0,2.0,0.2042,0.2709,-0.0611,0.9013,0.177,r,PC
4.0,7800,0.0,2.0,0.2221,0.2573,0.0144,0.7357,0.1748,r,PC
4.5,7800,0.0,2.0,0.226,0.2542,0.0627,0.6262,0.1811,r,PC
5.0,7800,0.0,2.0,0.2373,0.2364,0.105,0.5301,0.0998,r,PC
5.5,7800,0.0,2.0,0.2118,0.2591,0.1092,0.4864,0.0797,r,PC
6.0,7800,0.0,2.0,0.1952,0.2709,0.131,0.417,0.0751,r,PC
2.5,8000,0.0,2.0,0.1666,0.3299,-0.1436,1.1877,0.2551,r,PC
3.0,8000,0.0,2.0,0.1723,0.3142,-0.1168,1.0483,0.2646,r,PC
3.5,8000,0.0,2.0,0.1976,0.2703,-0.0759,0.9217,0.1781,r,PC
4.0,8000,0.0,2.0,0.209,0.259,-0.0055,0.754,0.1766,r,PC
4.5,8000,0.0,2.0,0.2138,0.2564,0.0366,0.6597,0.1828,r,PC
5.0,8000,0.0,2.0,0.2276,0.2373,0.0852,0.5537,0.1015,r,PC
5.5,8000,0.0,2.0,0.196,0.2524,0.0901,0.488,0.0856,r,PC
6.0,8000,0.0,2.0,0.1894,0.2697,0.1205,0.4257,0.0763,r,PC
2.5,8200,0.0,2.0,0.155,0.3365,-0.1569,1.2117,0.2681,r,PC
3.0,8200,0.0,2.0,0.1596,0.3176,-0.1351,1.0676,0.2683,r,PC
3.5,8200,0.0,2.0,0.1653,0.3051,-0.0977,0.9451,0.2749,r,PC
4.0,8200,0.0,2.0,0.1956,0.26,-0.0356,0.7941,0.1779,r,PC
4.5,8200,0.0,2.0,0.2011,0.2574,0.0132,0.6848,0.1838,r,PC
5.0,8200,0.0,2.0,0.2165,0.2368,0.067,0.5686,0.103,r,PC
5.5,8200,0.0,2.0,0.1897,0.2521,0.0825,0.4908,0.087,r,PC
6.0,8200,0.0,2.0,0.1826,0.2701,0.1059,0.4423,0.0771,r,PC
2.5,8400,0.0,2.0,0.1481,0.3385,-0.1692,1.2459,0.2759,r,PC
3.0,8400,0.0,2.0,0.1506,0.3183,-0.1539,1.0968,0.2719,r,PC
3.5,8400,0.0,2.0,0.1545,0.3059,-0.1139,0.9596,0.2768,r,PC
4.0,8400,0.0,2.0,0.1842,0.2602,-0.0573,0.8186,0.179,r,PC
4.5,8400,0.0,2.0,0.189,0.2575,-0.004,0.6968,0.1851,r,PC
5.0,8400,0.0,2.0,0.2056,0.2374,0.0528,0.577,0.1046,r,PC
5.5,8400,0.0,2.0,0.1891,0.2489,0.0811,0.4895,0.0882,r,PC
6.0,8400,0.0,2.0,0.1786,0.2667,0.0951,0.4531,0.0783,r,PC
2.5,8600,0.0,2.0,0.1416,0.3435,-0.1753,1.2614,0.2846,r,PC
3.0,8600,0.0,2.0,0.144,0.3189,-0.171,1.1296,0.2769,r,PC
3.5,8600,0.0,2.0,0.1461,0.3057,-0.1319,0.9845,0.2807,r,PC
4.0,8600,0.0,2.0,0.171,0.2611,-0.0786,0.8375,0.178,r,PC
4.5,8600,0.0,2.0,0.1771,0.2583,-0.0194,0.7061,0.1864,r,PC
5.0,8600,0.0,2.0,0.1943,0.2379,0.0389,0.5836,0.107,r,PC
5.5,8600,0.0,2.0,0.2019,0.2328,0.0921,0.4766,0.0869,r,PC
6.0,8600,0.0,2.0,0.1749,0.2629,0.0889,0.4549,0.0804,r,PC
2.5,8800,0.0,2.0,0.134,0.3531,-0.1784,1.2783,0.2974,r,PC
3.0,8800,0.0,2.0,0.1388,0.3203,-0.1798,1.1461,0.2833,r,PC
3.5,8800,0.0,2.0,0.1398,0.3054,-0.1544,1.0273,0.2845,r,PC
4.0,8800,0.0,2.0,0.163,0.2605,-0.0914,0.8493,0.1787,r,PC
